,id,churn_probability
4316,74315,1
4317,74316,0
4318,74317,0
4319,74318,0
4320,74319,0
4321,74320,1
4322,74321,1
4323,74322,1
4324,74323,0
4325,74324,0
4326,74325,1
4327,74326,0
4328,74327,1
4329,74328,0
4330,74329,0
4331,74330,0
4332,74331,1
4333,74332,0
4334,74333,0
4335,74334,1
4336,74335,1
4337,74336,0
4338,74337,0
4339,74338,0
4340,74339,0
4341,74340,0
4342,74341,1
4343,74342,0
4344,74343,1
4345,74344,1
4346,74345,0
4347,74346,0
4348,74347,1
4349,74348,0
4350,74349,1
4351,74350,0
4352,74351,0
4353,74352,0
4354,74353,1
4355,74354,1
4356,74355,1
4357,74356,0
4358,74357,1
4359,74358,1
4360,74359,0
4361,74360,1
4362,74361,0
4363,74362,1
4364,74363,1
4365,74364,0
4366,74365,0
4367,74366,1
4368,74367,0
4369,74368,0
4370,74369,1
4371,74370,1
4372,74371,0
4373,74372,1
4374,74373,0
4375,74374,1
4376,74375,0
4377,74376,1
4378,74377,1
4379,74378,0
4380,74379,0
4381,74380,0
4382,74381,0
4383,74382,1
4384,74383,0
4385,74384,0
4386,74385,0
4387,74386,1
4388,74387,1
4389,74388,0
4390,74389,0
4391,74390,0
4392,74391,1
4393,74392,1
4394,74393,1
4395,74394,0
4396,74395,1
4397,74396,0
4398,74397,1
4399,74398,0
4400,74399,0
4401,74400,0
4402,74401,0
4403,74402,1
4404,74403,0
4405,74404,0
4406,74405,0
4407,74406,1
4408,74407,1
4409,74408,1
4410,74409,0
4411,74410,0
4412,74411,1
4413,74412,0
4414,74413,1
4415,74414,0
4416,74415,0
4417,74416,0
4418,74417,1
4419,74418,1
4420,74419,1
4421,74420,0
4422,74421,1
4423,74422,1
4424,74423,0
4425,74424,0
4426,74425,0
4427,74426,1
4428,74427,0
4429,74428,0
4430,74429,1
4431,74430,1
4432,74431,0
4433,74432,0
4434,74433,0
4435,74434,1
4436,74435,1
4437,74436,0
4438,74437,0
4439,74438,0
4440,74439,0
4441,74440,1
4442,74441,1
4443,74442,1
4444,74443,1
4445,74444,0
4446,74445,0
4447,74446,1
4448,74447,1
4449,74448,1
4450,74449,0
4451,74450,0
4452,74451,1
4453,74452,0
4454,74453,0
4455,74454,0
4456,74455,0
4457,74456,1
4458,74457,0
4459,74458,0
4460,74459,0
4461,74460,0
4462,74461,0
4463,74462,0
4464,74463,0
4465,74464,0
4466,74465,0
4467,74466,1
4468,74467,1
4469,74468,1
4470,74469,0
4471,74470,0
4472,74471,1
4473,74472,0
4474,74473,1
4475,74474,0
4476,74475,0
4477,74476,0
4478,74477,1
4479,74478,0
4480,74479,1
4481,74480,0
4482,74481,0
4483,74482,1
4484,74483,0
4485,74484,1
4486,74485,1
4487,74486,0
4488,74487,0
4489,74488,1
4490,74489,1
4491,74490,0
4492,74491,0
4493,74492,0
4494,74493,0
4495,74494,0
4496,74495,1
4497,74496,0
4498,74497,1
4499,74498,0
4500,74499,0
4501,74500,0
4502,74501,0
4503,74502,1
4504,74503,0
4505,74504,1
4506,74505,1
4507,74506,0
4508,74507,0
4509,74508,0
4510,74509,0
4511,74510,0
4512,74511,1
4513,74512,0
4514,74513,0
4515,74514,0
4516,74515,1
4517,74516,0
4518,74517,0
4519,74518,1
4520,74519,0
4521,74520,1
4522,74521,1
4523,74522,0
4524,74523,0
4525,74524,0
4526,74525,0
4527,74526,0
4528,74527,1
4529,74528,1
4530,74529,1
4531,74530,0
4532,74531,1
4533,74532,0
4534,74533,1
4535,74534,0
4536,74535,0
4537,74536,0
4538,74537,0
4539,74538,0
4540,74539,1
4541,74540,0
4542,74541,1
4543,74542,0
4544,74543,0
4545,74544,0
4546,74545,1
4547,74546,0
4548,74547,0
4549,74548,1
4550,74549,0
4551,74550,0
4552,74551,1
4553,74552,1
4554,74553,0
4555,74554,1
4556,74555,1
4557,74556,1
4558,74557,0
4559,74558,1
4560,74559,0
4561,74560,0
4562,74561,0
4563,74562,1
4564,74563,1
4565,74564,0
4566,74565,1
4567,74566,0
4568,74567,1
4569,74568,0
4570,74569,0
4571,74570,0
4572,74571,0
4573,74572,0
4574,74573,1
4575,74574,0
4576,74575,1
4577,74576,1
4578,74577,0
4579,74578,0
4580,74579,0
4581,74580,1
4582,74581,0
4583,74582,1
4584,74583,1
4585,74584,0
4586,74585,0
4587,74586,0
4588,74587,0
4589,74588,0
4590,74589,1
4591,74590,0
4592,74591,0
4593,74592,0
4594,74593,0
4595,74594,0
4596,74595,0
4597,74596,0
4598,74597,1
4599,74598,0
4600,74599,0
4601,74600,0
4602,74601,0
4603,74602,1
4604,74603,1
4605,74604,0
4606,74605,0
4607,74606,0
4608,74607,0
4609,74608,0
4610,74609,0
4611,74610,1
4612,74611,0
4613,74612,0
4614,74613,0
4615,74614,1
4616,74615,1
4617,74616,1
4618,74617,0
4619,74618,1
4620,74619,0
4621,74620,1
4622,74621,0
4623,74622,0
4624,74623,0
4625,74624,0
4626,74625,1
4627,74626,0
4628,74627,0
4629,74628,0
4630,74629,0
4631,74630,1
4632,74631,0
4633,74632,1
4634,74633,1
4635,74634,0
4636,74635,0
4637,74636,1
4638,74637,1
4639,74638,0
4640,74639,1
4641,74640,0
4642,74641,1
4643,74642,0
4644,74643,1
4645,74644,1
4646,74645,0
4647,74646,0
4648,74647,0
4649,74648,1
4650,74649,0
4651,74650,0
4652,74651,0
4653,74652,1
4654,74653,0
4655,74654,1
4656,74655,1
4657,74656,1
4658,74657,0
4659,74658,1
4660,74659,0
4661,74660,0
4662,74661,1
4663,74662,0
4664,74663,0
4665,74664,1
4666,74665,1
4667,74666,0
4668,74667,0
4669,74668,0
4670,74669,1
4671,74670,1
4672,74671,0
4673,74672,0
4674,74673,0
4675,74674,1
4676,74675,1
4677,74676,0
4678,74677,0
4679,74678,0
4680,74679,0
4681,74680,1
4682,74681,0
4683,74682,1
4684,74683,1
4685,74684,0
4686,74685,0
4687,74686,1
4688,74687,0
4689,74688,1
4690,74689,0
4691,74690,0
4692,74691,0
4693,74692,0
4694,74693,0
4695,74694,1
4696,74695,1
4697,74696,1
4698,74697,1
4699,74698,0
4700,74699,1
4701,74700,1
4702,74701,0
4703,74702,0
4704,74703,0
4705,74704,0
4706,74705,1
4707,74706,1
4708,74707,0
4709,74708,0
4710,74709,1
4711,74710,0
4712,74711,1
4713,74712,0
4714,74713,1
4715,74714,0
4716,74715,1
4717,74716,0
4718,74717,0
4719,74718,1
4720,74719,0
4721,74720,1
4722,74721,0
4723,74722,1
4724,74723,1
4725,74724,0
4726,74725,1
4727,74726,0
4728,74727,0
4729,74728,0
4730,74729,0
4731,74730,0
4732,74731,0
4733,74732,0
4734,74733,0
4735,74734,0
4736,74735,0
4737,74736,0
4738,74737,0
4739,74738,1
4740,74739,0
4741,74740,1
4742,74741,0
4743,74742,0
4744,74743,0
4745,74744,0
4746,74745,0
4747,74746,1
4748,74747,1
4749,74748,0
4750,74749,0
4751,74750,0
4752,74751,1
4753,74752,1
4754,74753,1
4755,74754,1
4756,74755,1
4757,74756,1
4758,74757,0
4759,74758,1
4760,74759,1
4761,74760,0
4762,74761,1
4763,74762,0
4764,74763,0
4765,74764,0
4766,74765,1
4767,74766,1
4768,74767,0
4769,74768,0
4770,74769,1
4771,74770,1
4772,74771,0
4773,74772,1
4774,74773,0
4775,74774,1
4776,74775,1
4777,74776,0
4778,74777,0
4779,74778,0
4780,74779,1
4781,74780,0
4782,74781,0
4783,74782,1
4784,74783,1
4785,74784,0
4786,74785,0
4787,74786,1
4788,74787,0
4789,74788,1
4790,74789,0
4791,74790,1
4792,74791,0
4793,74792,0
4794,74793,1
4795,74794,0
4796,74795,1
4797,74796,0
4798,74797,1
4799,74798,0
4800,74799,1
4801,74800,0
4802,74801,1
4803,74802,0
4804,74803,0
4805,74804,1
4806,74805,0
4807,74806,1
4808,74807,0
4809,74808,0
4810,74809,1
4811,74810,1
4812,74811,0
4813,74812,1
4814,74813,0
4815,74814,0
4816,74815,0
4817,74816,0
4818,74817,1
4819,74818,1
4820,74819,0
4821,74820,0
4822,74821,0
4823,74822,0
4824,74823,1
4825,74824,0
4826,74825,1
4827,74826,0
4828,74827,1
4829,74828,1
4830,74829,0
4831,74830,0
4832,74831,0
4833,74832,1
4834,74833,0
4835,74834,1
4836,74835,0
4837,74836,0
4838,74837,1
4839,74838,1
4840,74839,1
4841,74840,0
4842,74841,1
4843,74842,1
4844,74843,0
4845,74844,1
4846,74845,1
4847,74846,1
4848,74847,0
4849,74848,0
4850,74849,1
4851,74850,0
4852,74851,0
4853,74852,1
4854,74853,0
4855,74854,1
4856,74855,0
4857,74856,1
4858,74857,1
4859,74858,0
4860,74859,0
4861,74860,1
4862,74861,0
4863,74862,0
4864,74863,0
4865,74864,0
4866,74865,1
4867,74866,0
4868,74867,1
4869,74868,0
4870,74869,1
4871,74870,1
4872,74871,1
4873,74872,0
4874,74873,0
4875,74874,0
4876,74875,1
4877,74876,0
4878,74877,0
4879,74878,0
4880,74879,1
4881,74880,0
4882,74881,0
4883,74882,0
4884,74883,1
4885,74884,0
4886,74885,0
4887,74886,0
4888,74887,0
4889,74888,1
4890,74889,0
4891,74890,0
4892,74891,1
4893,74892,0
4894,74893,1
4895,74894,0
4896,74895,0
4897,74896,0
4898,74897,0
4899,74898,0
4900,74899,0
4901,74900,0
4902,74901,1
4903,74902,1
4904,74903,1
4905,74904,1
4906,74905,0
4907,74906,0
4908,74907,0
4909,74908,1
4910,74909,0
4911,74910,1
4912,74911,1
4913,74912,1
4914,74913,0
4915,74914,0
4916,74915,0
4917,74916,0
4918,74917,1
4919,74918,1
4920,74919,0
4921,74920,0
4922,74921,0
4923,74922,0
4924,74923,0
4925,74924,0
4926,74925,1
4927,74926,0
4928,74927,0
4929,74928,1
4930,74929,0
4931,74930,0
4932,74931,0
4933,74932,1
4934,74933,1
4935,74934,0
4936,74935,0
4937,74936,0
4938,74937,0
4939,74938,1
4940,74939,1
4941,74940,1
4942,74941,1
4943,74942,1
4944,74943,1
4945,74944,1
4946,74945,1
4947,74946,0
4948,74947,0
4949,74948,0
4950,74949,0
4951,74950,1
4952,74951,0
4953,74952,0
4954,74953,0
4955,74954,1
4956,74955,1
4957,74956,0
4958,74957,1
4959,74958,0
4960,74959,0
4961,74960,0
4962,74961,1
4963,74962,1
4964,74963,0
4965,74964,0
4966,74965,0
4967,74966,1
4968,74967,1
4969,74968,1
4970,74969,1
4971,74970,0
4972,74971,1
4973,74972,0
4974,74973,0
4975,74974,1
4976,74975,0
4977,74976,0
4978,74977,0
4979,74978,1
4980,74979,0
4981,74980,1
4982,74981,1
4983,74982,1
4984,74983,1
4985,74984,0
4986,74985,0
4987,74986,1
4988,74987,0
4989,74988,1
4990,74989,1
4991,74990,0
4992,74991,0
4993,74992,0
4994,74993,0
4995,74994,1
4996,74995,0
4997,74996,1
4998,74997,1
4999,74998,1
5000,74999,0
5001,75000,0
5002,75001,0
5003,75002,1
5004,75003,1
5005,75004,0
5006,75005,1
5007,75006,1
5008,75007,0
5009,75008,0
5010,75009,0
5011,75010,1
5012,75011,1
5013,75012,1
5014,75013,1
5015,75014,0
5016,75015,1
5017,75016,0
5018,75017,0
5019,75018,1
5020,75019,0
5021,75020,1
5022,75021,0
5023,75022,0
5024,75023,0
5025,75024,1
5026,75025,1
5027,75026,0
5028,75027,0
5029,75028,1
5030,75029,0
5031,75030,0
5032,75031,1
5033,75032,0
5034,75033,0
5035,75034,1
5036,75035,1
5037,75036,0
5038,75037,1
5039,75038,1
5040,75039,1
5041,75040,0
5042,75041,1
5043,75042,1
5044,75043,1
5045,75044,0
5046,75045,0
5047,75046,1
5048,75047,0
5049,75048,0
5050,75049,0
5051,75050,1
5052,75051,0
5053,75052,0
5054,75053,0
5055,75054,0
5056,75055,1
5057,75056,0
5058,75057,1
5059,75058,0
5060,75059,0
5061,75060,0
5062,75061,1
5063,75062,0
5064,75063,1
5065,75064,1
5066,75065,1
5067,75066,1
5068,75067,0
5069,75068,0
5070,75069,0
5071,75070,0
5072,75071,1
5073,75072,0
5074,75073,0
5075,75074,1
5076,75075,1
5077,75076,0
5078,75077,0
5079,75078,1
5080,75079,1
5081,75080,1
5082,75081,0
5083,75082,0
5084,75083,1
5085,75084,1
5086,75085,0
5087,75086,1
5088,75087,1
5089,75088,0
5090,75089,0
5091,75090,1
5092,75091,0
5093,75092,1
5094,75093,0
5095,75094,1
5096,75095,1
5097,75096,1
5098,75097,0
5099,75098,1
5100,75099,0
5101,75100,0
5102,75101,0
5103,75102,1
5104,75103,1
5105,75104,0
5106,75105,1
5107,75106,0
5108,75107,0
5109,75108,1
5110,75109,1
5111,75110,1
5112,75111,1
5113,75112,0
5114,75113,0
5115,75114,1
5116,75115,1
5117,75116,0
5118,75117,0
5119,75118,0
5120,75119,0
5121,75120,1
5122,75121,1
5123,75122,0
5124,75123,0
5125,75124,0
5126,75125,1
5127,75126,1
5128,75127,1
5129,75128,1
5130,75129,0
5131,75130,1
5132,75131,1
5133,75132,0
5134,75133,1
5135,75134,0
5136,75135,0
5137,75136,1
5138,75137,0
5139,75138,1
5140,75139,0
5141,75140,1
5142,75141,0
5143,75142,1
5144,75143,0
5145,75144,0
5146,75145,1
5147,75146,0
5148,75147,0
5149,75148,1
5150,75149,0
5151,75150,1
5152,75151,1
5153,75152,1
5154,75153,0
5155,75154,0
5156,75155,1
5157,75156,0
5158,75157,1
5159,75158,0
5160,75159,0
5161,75160,0
5162,75161,0
5163,75162,0
5164,75163,1
5165,75164,1
5166,75165,1
5167,75166,0
5168,75167,1
5169,75168,0
5170,75169,0
5171,75170,1
5172,75171,0
5173,75172,0
5174,75173,0
5175,75174,1
5176,75175,1
5177,75176,0
5178,75177,1
5179,75178,0
5180,75179,0
5181,75180,0
5182,75181,0
5183,75182,0
5184,75183,1
5185,75184,0
5186,75185,1
5187,75186,1
5188,75187,0
5189,75188,0
5190,75189,1
5191,75190,0
5192,75191,0
5193,75192,0
5194,75193,0
5195,75194,1
5196,75195,1
5197,75196,1
5198,75197,1
5199,75198,0
5200,75199,0
5201,75200,0
5202,75201,1
5203,75202,1
5204,75203,0
5205,75204,1
5206,75205,1
5207,75206,0
5208,75207,1
5209,75208,0
5210,75209,0
5211,75210,0
5212,75211,0
5213,75212,1
5214,75213,0
5215,75214,1
5216,75215,1
5217,75216,0
5218,75217,0
5219,75218,1
5220,75219,1
5221,75220,0
5222,75221,0
5223,75222,0
5224,75223,0
5225,75224,0
5226,75225,1
5227,75226,0
5228,75227,1
5229,75228,0
5230,75229,0
5231,75230,1
5232,75231,0
5233,75232,0
5234,75233,1
5235,75234,1
5236,75235,0
5237,75236,1
5238,75237,0
5239,75238,0
5240,75239,0
5241,75240,0
5242,75241,1
5243,75242,0
5244,75243,0
5245,75244,1
5246,75245,0
5247,75246,1
5248,75247,0
5249,75248,1
5250,75249,0
5251,75250,0
5252,75251,0
5253,75252,0
5254,75253,0
5255,75254,1
5256,75255,0
5257,75256,0
5258,75257,0
5259,75258,1
5260,75259,0
5261,75260,0
5262,75261,0
5263,75262,0
5264,75263,1
5265,75264,1
5266,75265,0
5267,75266,1
5268,75267,1
5269,75268,0
5270,75269,0
5271,75270,0
5272,75271,0
5273,75272,0
5274,75273,1
5275,75274,1
5276,75275,1
5277,75276,1
5278,75277,0
5279,75278,1
5280,75279,1
5281,75280,1
5282,75281,0
5283,75282,0
5284,75283,0
5285,75284,0
5286,75285,0
5287,75286,1
5288,75287,0
5289,75288,0
5290,75289,1
5291,75290,1
5292,75291,0
5293,75292,1
5294,75293,1
5295,75294,1
5296,75295,0
5297,75296,0
5298,75297,0
5299,75298,1
5300,75299,0
5301,75300,0
5302,75301,1
5303,75302,1
5304,75303,0
5305,75304,1
5306,75305,0
5307,75306,0
5308,75307,0
5309,75308,0
5310,75309,0
5311,75310,0
5312,75311,0
5313,75312,0
5314,75313,1
5315,75314,0
5316,75315,1
5317,75316,0
5318,75317,1
5319,75318,0
5320,75319,0
5321,75320,0
5322,75321,0
5323,75322,0
5324,75323,0
5325,75324,0
5326,75325,0
5327,75326,0
5328,75327,1
5329,75328,1
5330,75329,0
5331,75330,0
5332,75331,0
5333,75332,0
5334,75333,1
5335,75334,0
5336,75335,1
5337,75336,0
5338,75337,0
5339,75338,0
5340,75339,1
5341,75340,0
5342,75341,1
5343,75342,0
5344,75343,0
5345,75344,1
5346,75345,0
5347,75346,0
5348,75347,0
5349,75348,0
5350,75349,0
5351,75350,1
5352,75351,1
5353,75352,0
5354,75353,1
5355,75354,1
5356,75355,1
5357,75356,0
5358,75357,0
5359,75358,1
5360,75359,1
5361,75360,0
5362,75361,1
5363,75362,1
5364,75363,1
5365,75364,1
5366,75365,0
5367,75366,0
5368,75367,1
5369,75368,0
5370,75369,1
5371,75370,1
5372,75371,0
5373,75372,1
5374,75373,0
5375,75374,0
5376,75375,0
5377,75376,0
5378,75377,1
5379,75378,1
5380,75379,0
5381,75380,0
5382,75381,0
5383,75382,1
5384,75383,0
5385,75384,0
5386,75385,0
5387,75386,1
5388,75387,0
5389,75388,0
5390,75389,1
5391,75390,1
5392,75391,0
5393,75392,1
5394,75393,0
5395,75394,0
5396,75395,1
5397,75396,0
5398,75397,0
5399,75398,0
5400,75399,1
5401,75400,1
5402,75401,1
5403,75402,1
5404,75403,1
5405,75404,0
5406,75405,1
5407,75406,0
5408,75407,0
5409,75408,1
5410,75409,0
5411,75410,0
5412,75411,1
5413,75412,1
5414,75413,0
5415,75414,0
5416,75415,0
5417,75416,1
5418,75417,0
5419,75418,0
5420,75419,0
5421,75420,0
5422,75421,0
5423,75422,0
5424,75423,0
5425,75424,1
5426,75425,1
5427,75426,1
5428,75427,0
5429,75428,0
5430,75429,0
5431,75430,1
5432,75431,0
5433,75432,1
5434,75433,0
5435,75434,0
5436,75435,0
5437,75436,1
5438,75437,0
5439,75438,0
5440,75439,1
5441,75440,1
5442,75441,1
5443,75442,0
5444,75443,0
5445,75444,0
5446,75445,0
5447,75446,0
5448,75447,1
5449,75448,1
5450,75449,0
5451,75450,0
5452,75451,0
5453,75452,0
5454,75453,1
5455,75454,1
5456,75455,0
5457,75456,0
5458,75457,1
5459,75458,1
5460,75459,0
5461,75460,1
5462,75461,0
5463,75462,0
5464,75463,0
5465,75464,0
5466,75465,0
5467,75466,1
5468,75467,0
5469,75468,0
5470,75469,1
5471,75470,1
5472,75471,1
5473,75472,0
5474,75473,0
5475,75474,0
5476,75475,0
5477,75476,0
5478,75477,1
5479,75478,1
5480,75479,0
5481,75480,0
5482,75481,0
5483,75482,0
5484,75483,1
5485,75484,0
5486,75485,1
5487,75486,1
5488,75487,0
5489,75488,1
5490,75489,1
5491,75490,0
5492,75491,1
5493,75492,0
5494,75493,0
5495,75494,0
5496,75495,1
5497,75496,0
5498,75497,1
5499,75498,0
5500,75499,0
5501,75500,1
5502,75501,1
5503,75502,0
5504,75503,1
5505,75504,1
5506,75505,1
5507,75506,1
5508,75507,1
5509,75508,0
5510,75509,0
5511,75510,0
5512,75511,1
5513,75512,0
5514,75513,0
5515,75514,1
5516,75515,1
5517,75516,1
5518,75517,1
5519,75518,0
5520,75519,1
5521,75520,0
5522,75521,1
5523,75522,0
5524,75523,1
5525,75524,1
5526,75525,0
5527,75526,1
5528,75527,0
5529,75528,0
5530,75529,0
5531,75530,1
5532,75531,1
5533,75532,0
5534,75533,1
5535,75534,0
5536,75535,0
5537,75536,1
5538,75537,0
5539,75538,1
5540,75539,1
5541,75540,1
5542,75541,0
5543,75542,0
5544,75543,1
5545,75544,0
5546,75545,0
5547,75546,0
5548,75547,0
5549,75548,1
5550,75549,0
5551,75550,0
5552,75551,0
5553,75552,0
5554,75553,1
5555,75554,1
5556,75555,0
5557,75556,0
5558,75557,0
5559,75558,0
5560,75559,1
5561,75560,1
5562,75561,0
5563,75562,0
5564,75563,1
5565,75564,0
5566,75565,1
5567,75566,0
5568,75567,0
5569,75568,0
5570,75569,0
5571,75570,1
5572,75571,0
5573,75572,0
5574,75573,0
5575,75574,0
5576,75575,1
5577,75576,0
5578,75577,0
5579,75578,0
5580,75579,0
5581,75580,1
5582,75581,0
5583,75582,0
5584,75583,0
5585,75584,0
5586,75585,0
5587,75586,1
5588,75587,0
5589,75588,0
5590,75589,0
5591,75590,0
5592,75591,1
5593,75592,0
5594,75593,0
5595,75594,0
5596,75595,1
5597,75596,0
5598,75597,1
5599,75598,0
5600,75599,0
5601,75600,1
5602,75601,1
5603,75602,0
5604,75603,1
5605,75604,0
5606,75605,1
5607,75606,1
5608,75607,0
5609,75608,1
5610,75609,0
5611,75610,0
5612,75611,1
5613,75612,1
5614,75613,0
5615,75614,1
5616,75615,1
5617,75616,1
5618,75617,0
5619,75618,0
5620,75619,0
5621,75620,0
5622,75621,1
5623,75622,1
5624,75623,0
5625,75624,0
5626,75625,0
5627,75626,1
5628,75627,0
5629,75628,0
5630,75629,1
5631,75630,0
5632,75631,0
5633,75632,1
5634,75633,1
5635,75634,0
5636,75635,0
5637,75636,0
5638,75637,1
5639,75638,0
5640,75639,0
5641,75640,1
5642,75641,0
5643,75642,1
5644,75643,1
5645,75644,1
5646,75645,0
5647,75646,1
5648,75647,0
5649,75648,0
5650,75649,0
5651,75650,0
5652,75651,0
5653,75652,0
5654,75653,0
5655,75654,0
5656,75655,0
5657,75656,0
5658,75657,1
5659,75658,1
5660,75659,0
5661,75660,0
5662,75661,0
5663,75662,1
5664,75663,0
5665,75664,0
5666,75665,1
5667,75666,0
5668,75667,0
5669,75668,1
5670,75669,0
5671,75670,1
5672,75671,0
5673,75672,1
5674,75673,1
5675,75674,0
5676,75675,0
5677,75676,0
5678,75677,0
5679,75678,1
5680,75679,0
5681,75680,1
5682,75681,0
5683,75682,0
5684,75683,1
5685,75684,0
5686,75685,1
5687,75686,0
5688,75687,0
5689,75688,0
5690,75689,0
5691,75690,1
5692,75691,1
5693,75692,0
5694,75693,1
5695,75694,0
5696,75695,0
5697,75696,0
5698,75697,1
5699,75698,0
5700,75699,1
5701,75700,0
5702,75701,1
5703,75702,0
5704,75703,0
5705,75704,1
5706,75705,0
5707,75706,0
5708,75707,0
5709,75708,1
5710,75709,0
5711,75710,0
5712,75711,0
5713,75712,1
5714,75713,1
5715,75714,1
5716,75715,0
5717,75716,0
5718,75717,0
5719,75718,0
5720,75719,1
5721,75720,0
5722,75721,0
5723,75722,0
5724,75723,0
5725,75724,1
5726,75725,1
5727,75726,0
5728,75727,0
5729,75728,0
5730,75729,1
5731,75730,0
5732,75731,1
5733,75732,1
5734,75733,0
5735,75734,0
5736,75735,1
5737,75736,0
5738,75737,0
5739,75738,0
5740,75739,1
5741,75740,1
5742,75741,0
5743,75742,0
5744,75743,1
5745,75744,0
5746,75745,0
5747,75746,0
5748,75747,1
5749,75748,1
5750,75749,1
5751,75750,1
5752,75751,0
5753,75752,0
5754,75753,0
5755,75754,0
5756,75755,1
5757,75756,1
5758,75757,0
5759,75758,1
5760,75759,1
5761,75760,1
5762,75761,1
5763,75762,0
5764,75763,1
5765,75764,0
5766,75765,0
5767,75766,1
5768,75767,0
5769,75768,1
5770,75769,0
5771,75770,1
5772,75771,0
5773,75772,1
5774,75773,1
5775,75774,1
5776,75775,1
5777,75776,1
5778,75777,0
5779,75778,0
5780,75779,0
5781,75780,1
5782,75781,1
5783,75782,0
5784,75783,1
5785,75784,0
5786,75785,0
5787,75786,1
5788,75787,1
5789,75788,1
5790,75789,0
5791,75790,0
5792,75791,0
5793,75792,1
5794,75793,0
5795,75794,0
5796,75795,0
5797,75796,0
5798,75797,0
5799,75798,0
5800,75799,0
5801,75800,0
5802,75801,1
5803,75802,0
5804,75803,1
5805,75804,1
5806,75805,1
5807,75806,0
5808,75807,1
5809,75808,0
5810,75809,1
5811,75810,0
5812,75811,1
5813,75812,1
5814,75813,0
5815,75814,1
5816,75815,0
5817,75816,0
5818,75817,0
5819,75818,1
5820,75819,0
5821,75820,1
5822,75821,0
5823,75822,0
5824,75823,0
5825,75824,1
5826,75825,1
5827,75826,0
5828,75827,0
5829,75828,0
5830,75829,0
5831,75830,0
5832,75831,0
5833,75832,0
5834,75833,1
5835,75834,0
5836,75835,0
5837,75836,1
5838,75837,1
5839,75838,1
5840,75839,0
5841,75840,1
5842,75841,1
5843,75842,0
5844,75843,1
5845,75844,0
5846,75845,0
5847,75846,0
5848,75847,0
5849,75848,0
5850,75849,0
5851,75850,0
5852,75851,1
5853,75852,1
5854,75853,1
5855,75854,1
5856,75855,1
5857,75856,0
5858,75857,0
5859,75858,1
5860,75859,0
5861,75860,0
5862,75861,1
5863,75862,1
5864,75863,1
5865,75864,0
5866,75865,0
5867,75866,0
5868,75867,1
5869,75868,0
5870,75869,0
5871,75870,0
5872,75871,0
5873,75872,1
5874,75873,1
5875,75874,1
5876,75875,1
5877,75876,1
5878,75877,0
5879,75878,1
5880,75879,0
5881,75880,0
5882,75881,0
5883,75882,0
5884,75883,0
5885,75884,0
5886,75885,1
5887,75886,0
5888,75887,1
5889,75888,1
5890,75889,0
5891,75890,0
5892,75891,0
5893,75892,1
5894,75893,1
5895,75894,1
5896,75895,0
5897,75896,1
5898,75897,0
5899,75898,1
5900,75899,1
5901,75900,1
5902,75901,0
5903,75902,1
5904,75903,0
5905,75904,0
5906,75905,1
5907,75906,1
5908,75907,0
5909,75908,1
5910,75909,1
5911,75910,1
5912,75911,0
5913,75912,0
5914,75913,1
5915,75914,0
5916,75915,0
5917,75916,1
5918,75917,1
5919,75918,0
5920,75919,0
5921,75920,0
5922,75921,0
5923,75922,0
5924,75923,1
5925,75924,1
5926,75925,0
5927,75926,0
5928,75927,0
5929,75928,1
5930,75929,0
5931,75930,1
5932,75931,1
5933,75932,1
5934,75933,0
5935,75934,0
5936,75935,1
5937,75936,0
5938,75937,0
5939,75938,0
5940,75939,0
5941,75940,1
5942,75941,0
5943,75942,1
5944,75943,1
5945,75944,0
5946,75945,1
5947,75946,1
5948,75947,1
5949,75948,0
5950,75949,1
5951,75950,0
5952,75951,0
5953,75952,0
5954,75953,0
5955,75954,0
5956,75955,0
5957,75956,0
5958,75957,0
5959,75958,1
5960,75959,0
5961,75960,1
5962,75961,0
5963,75962,0
5964,75963,0
5965,75964,1
5966,75965,0
5967,75966,1
5968,75967,0
5969,75968,0
5970,75969,0
5971,75970,0
5972,75971,0
5973,75972,1
5974,75973,0
5975,75974,0
5976,75975,1
5977,75976,0
5978,75977,0
5979,75978,0
5980,75979,0
5981,75980,0
5982,75981,1
5983,75982,0
5984,75983,0
5985,75984,1
5986,75985,0
5987,75986,0
5988,75987,1
5989,75988,0
5990,75989,1
5991,75990,0
5992,75991,0
5993,75992,0
5994,75993,1
5995,75994,0
5996,75995,1
5997,75996,1
5998,75997,1
5999,75998,1
6000,75999,0
6001,76000,0
6002,76001,1
6003,76002,0
6004,76003,0
6005,76004,0
6006,76005,0
6007,76006,1
6008,76007,0
6009,76008,0
6010,76009,0
6011,76010,0
6012,76011,1
6013,76012,1
6014,76013,1
6015,76014,0
6016,76015,0
6017,76016,1
6018,76017,0
6019,76018,1
6020,76019,0
6021,76020,0
6022,76021,0
6023,76022,0
6024,76023,0
6025,76024,1
6026,76025,0
6027,76026,0
6028,76027,1
6029,76028,1
6030,76029,0
6031,76030,0
6032,76031,0
6033,76032,0
6034,76033,0
6035,76034,0
6036,76035,1
6037,76036,0
6038,76037,0
6039,76038,0
6040,76039,0
6041,76040,0
6042,76041,0
6043,76042,0
6044,76043,0
6045,76044,0
6046,76045,0
6047,76046,1
6048,76047,0
6049,76048,1
6050,76049,1
6051,76050,1
6052,76051,1
6053,76052,1
6054,76053,0
6055,76054,0
6056,76055,0
6057,76056,0
6058,76057,1
6059,76058,0
6060,76059,1
6061,76060,0
6062,76061,0
6063,76062,1
